,Symbol,Company
4070,MADHUCON.BO,Madhucon Projects Limited
4071,PULZ-SM.NS,PULZ ELECTRONICS
4072,LAKSHVILAS.NS,The Lakshmi Vilas Bank Limited
4073,SINTEXPLAST.BO,Sintex Plastics Technology Limited
4074,INFRATEL.BO,Bharti Infratel Limited
4075,KANANIIND.BO,Kanani Industries Limited
4076,KANANIIND.BO,Kanani Industries Limited
4077,THIRUSUGAR.BO,Thiru Arooran Sugars Limited
4078,GPL.BO,Grandeur Products Limited
4079,WEIZMANIND.NS,WEIZMANN
4080,WEIZMANIND.NS,Weizmann Limited
4081,VELHO.BO,Velan Hotels Limited
4082,VELHO.BO,Velan Hotels Limited
4083,FRASER.BO,Fraser and Company Limited
4084,DIGJAMLTD.BO,Digjam Limited
4085,TARMAT.BO,Tarmat Limited
4086,UDL.BO,Uniply Decor Limited
4087,ZDHJERK.BO,Dhanvantri Jeevan Rekha Limited
4088,ZDHJERK.BO,Dhanvantri Jeevan Rekha Limited
4089,DAMODARIND.NS,Damodar Industries Limited
4090,STOVACQ.BO,Stovec Industries Limited
4091,STOVACQ.BO,Stovec Industries Limited
4092,JITFINFRA.BO,JITF Infralogistics Limited
4093,GAL.BO,Gyscoal Alloys Limited
4094,GRANULES.NS,Granules India Limited
4095,STEELCO.BO,Steelco Gujarat Limited
4096,STEELCO.BO,Steelco Gujarat Limited
4097,LOYAL.BO,Loyal Equipments Limited
4098,FCONSUMER.NS,Future Consumer Limited
4099,MOHITIND.BO,Mohit Industries Limited
4100,MOHITIND.BO,Mohit Industries Limited
4101,SGBOCT27-GB.NS,2.50%GOLDBONDS2027SR-V
4102,LXMIATO.BO,Lakshmi Automatic Loom Works Limited
4103,LXMIATO.BO,Lakshmi Automatic Loom Works Limited
4104,BIHSPONG.BO,Bihar Sponge Iron Limited
4105,INDOSOLAR.NS,Indosolar Limited
4106,BIHSPONG.BO,Bihar Sponge Iron Limited
4107,NEXTMEDIA.NS,NEXT MEDIAWORKS LT
4108,CRANESSOFT.BO,Cranes Software International Limited
4109,BILENERGY.NS,BIL ENERGY SYSTEMS
4110,NEXTMEDIA.NS,Next Mediaworks Limited
4111,BILENERGY.NS,Bil Energy Systems Limited
4112,GCKL.BO,GALAXY CLOUD KITCHENS LIMITED
4113,JPPOWER.BO,Jaiprakash Power Ventures Limited
4114,PANKAJPIYUS.BO,Pankaj Piyush Trade and Investment Limited
4115,ABANSENT.BO,ABans Enterprises Limited
4116,COMFINTE.BO,Comfort Intech Limited
4117,AMJUMBO-SM.NS,A AND M JUMBO BAGS
4118,JPOLYINVST.NS,Jindal Poly Investment and Finance Company Limited
4119,VIKASMCORP.NS,Vikas Multicorp Limited
4120,JPOLYINVST.NS,JINDAL POLY INV &
4121,BILENERGY.BO,Bil Energy Systems Limited
4122,DNAMEDIA.BO,Diligent Media Corporation Limited
4123,BRIGHT-SM.NS,BRIGHT SOLAR LTD
4124,VIDEOIND.BO,Videocon Industries Limited
4125,TRIVENIGQ.BO,Triveni Glass
4126,TRIVENIGQ.BO,Triveni Glass
4127,FELIX-SM.NS,FELIX INDUSTRIES L
4128,SSLEL.BO,Sir Shadi Lal Enterprises Limited
4129,SSLEL.BO,Sir Shadi Lal Enterprises Limited
4130,MNKALCOLTD.BO,Manaksia Aluminium Company Limited
4131,RUDRA.BO,Rudra Global Infra Products Limited
4132,HBSTOCK.BO,HB STOCKHOLDINGS LTD.
4133,HBSTOCK.BO,HB Stockholdings Limited
4134,APOORVA.BO,Apoorva Leasing Finance and Investment Company Limited
4135,HOTELRUGBY.NS,Hotel Rugby Limited
4136,GAL.NS,Gyscoal Alloys Limited
4137,GTLINFRA.BO,GTL Infrastructure Limited
4138,KHYATI.BO,KHYATI MULTIMEDIA-ENTERTAINMEN
4139,KHYATI.BO,Khyati Multimedia Entertainment Limited
4140,GTLINFRA.BO,GTL Infrastructure Limited
4141,BURNPUR.BO,Burnpur Cement Limited
4142,BURNPUR.BO,Burnpur Cement Limited
4143,MARG.BO,MARG Limited
4144,ZENITHHE.BO,Zenith Healthcare Limited
4145,ZENITHHE.BO,Zenith Healthcare Limited
4146,FLEXITUFF.NS,Flexituff International Limited
4147,SIMBHALS.BO,Simbhaoli Sugars Limited
4148,MERCANTILE.BO,Mercantile Ventures Limited
4149,KERNEX.NS,Kernex Microsystems (India) Limited
4150,UNIWORTH.BO,Uniworth Limited
4151,UNIPHOS.BO,Uniphos Enterprises Limited
4152,UNIPHOS.BO,Uniphos Enterprises Limited
4153,NETFSENSEX.BO,NIPPON INDIA ETF SENSEX
4154,MANGIND.BO,Mangalam Industrial Finance Limited
4155,KSK.BO,KSK Energy Ventures Limited
4156,KSK.BO,KSK Energy Ventures Limited
4157,AREALTY.BO,Alchemist Realty Limited
4158,AREALTY.BO,Alchemist Realty Limited
4159,BAGFILMS.NS,B.A.G. Films and Media Limited
4160,NHCFOODS.BO,NHC Foods Limited
4161,EXCEL.NS,EXCEL REALTY N INF
4162,EXCEL.NS,Excel Realty N Infra Limited
4163,CCHHL.NS,COUNTRY CLUB HOSPI
4164,CCHHL.NS,Country Club Hospitality & Holidays Limited
4165,KREBSBIO.BO,Krebs Biochemicals & Industries Limited
4166,KREBSBIO.BO,Krebs Biochemicals & Industries Limited
4167,FLUIDOM.BO,Fluidomat Limited
4168,FLUIDOM.BO,Fluidomat Limited
4169,IL&FSTRANS.BO,IL&FS Transportation Networks Limited
4170,531067.BO,CONTIL INDIA LTD.
4171,CONTILI.BO,Contil India Limited
4172,PUNJLLOYD.BO,Punj Lloyd Limited
4173,PUNJLLOYD.BO,Punj Lloyd Limited
4174,CHMBBRW.BO,Chambal Breweries & Distilleries Limited
4175,CHMBBRW.BO,Chambal Breweries & Distilleries Limited
4176,TALWGYM.NS,Talwalkars Healthclubs Limited
4177,ELAND.BO,E-Land Apparel Limited
4178,MANAKSIA.BO,Manaksia Limited
4179,NEWLIGHT.BO,New Light Apparels Limited
4180,TALWGYM.BO,TALWALKARS HEALTHCLUBS LIMITED
4181,GPTINFRA.NS,GPT Infraprojects Limited
4182,CAPITALT.BO,Capital Trust Limited
4183,511505.BO,CAPITAL TRUST LTD.
4184,OMKARCHEM.NS,Omkar Speciality Chemicals Limited
4185,AINFRA.BO,A Infrastructure Limited
4186,MELSTAR.BO,Melstar Information Technologies Limited
4187,MELSTAR.BO,Melstar Information Technologies Limited
4188,GREENPOWER.BO,Orient Green Power Company Limited
4189,ADITYASP.BO,Aditya Spinners Limited
4190,ADITYASP.BO,Aditya Spinners Limited
4191,ZENITHBIR.BO,Zenith Birla (India) Limited
4192,PMCFIN.BO,PMC Fincorp Limited
4193,MANAKSIA.NS,Manaksia Limited
4194,GLFL.NS,GUJARAT LEASE
4195,PRAKASHSTL.NS,Prakash Steelage Limited
4196,GLFL.NS,Gujarat Lease Financing Limited
4197,JPPOWER.NS,Jaiprakash Power Ventures Limited
4198,SAGARPROD.BO,Sagar Productions Limited
4199,SYSCHEM.BO,Syschem (India) Limited
4200,SYSCHEM.BO,Syschem (India) Limited
4201,JSTL.BO,Jeevan Scientific Technology Limited
4202,WEIZMANIND.BO,Weizmann Limited
4203,DCAL.NS,Dishman Carbogen Amcis Limited
4204,CLEDUCATE.NS,CL Educate Limited
4205,MELSTAR.NS,MELSTAR INFORMATIO
4206,MELSTAR.NS,Melstar Information Technologies Limited
4207,DHARSUGAR.NS,Dharani Sugars and Chemicals Limited
4208,MARGOFIN.BO,Margo Finance Limited
4209,TRIOMERC.BO,Trio Mercantile & Trading Limited
4210,RADIOCITY.BO,Music Broadcast Limited
4211,DGCONTENT.NS,Digicontent Limited
4212,SALASAR.BO,Salasar Techno Engineering Limited
4213,PALASHSECU.NS,Palash Securities Limited
4214,GOLDENTOBC.BO,Golden Tobacco Limited
4215,FIVEXTRADE.BO,Five X Tradecom Limited
4216,WSI.NS,W S Industries (I) Ltd
4217,SMSLIFE.NS,SMS Lifesciences India Ltd
4218,KAMANWALA.BO,Kamanwala Housing Construction Limited.
4219,KAMANWALA.BO,Kamanwala Housing Construction Limited.
4220,PRECAM.BO,Precision Camshafts Limited
4221,KOPRAN.BO,Kopran Limited
4222,KOPRAN.BO,Kopran Limited
4223,KOPRAN.NS,Kopran Limited
4224,SUPTANERY.BO,Super Tannery Limited
4225,NECLIFE.BO,Nectar Lifesciences Limited
4226,TIMESGTY.BO,Times Guaranty Limited
4227,COX&KINGS.BO,Cox & Kings Limited
4228,KREBSBIO.NS,KREBS BIOCHEM&INDS
4229,KREBSBIO.NS,Krebs Biochemicals & Industries Limited
4230,VIVIMEDLAB.NS,Vivimed Labs Limited
4231,VIVIMEDLAB.BO,Vivimed Labs Limited
4232,SMSPHARMA.BO,SMS Pharmaceuticals Limited
4233,SMSPHARMA.BO,SMS Pharmaceuticals Limited
4234,MARALOVER.NS,Maral Overseas Limited
4235,TFL.NS,TRANSWARRANTY FINA
4236,TFL.NS,Transwarranty Finance Limited
4237,SAPPL.BO,Shree Ajit Pulp and Paper Limited
4238,CKFSL.BO,Cox & Kings Financial Service
4239,WINSOMTX.BO,Winsome Textile Industries Limited
4240,WINSOMTX.BO,Winsome Textile Industries Limited
4241,KIRANVYPAR.BO,Kiran Vyapar Limited
4242,KERNEX.BO,Kernex Microsystems (India) Limited
4243,KERNEX.BO,Kernex Microsystems (India) Limited
4244,DIXON.BO,Dixon Technologies (India) Limited
4245,CELEBRITY.BO,Celebrity Fashions Limited
4246,CELEBRITY.BO,Celebrity Fashions Limited
4247,COMSYN.BO,Commercial Syn Bags Limited
4248,IL&FSENGG.NS,IL&FS Engineering and Construction Company Limited
4249,GSCLCEMENT.NS,Gujarat Sidhee Cement Limited
4250,SVPGLOB.BO,SVP Global Ventures Limited
4251,KELLTONTEC.BO,Kellton Tech Solutions Limited
4252,CREATIVEYE.NS,CREATIVE EYE LTD
4253,ASYL.BO,Advance Syntex Limited
4254,PUNJLLOYD.NS,Punj Lloyd Limited
4255,CREATIVEYE.NS,Creative Eye Limited
4256,THIRUSUGAR.NS,Thiru Arooran Sugars Limited
4257,KDLL.BO,KD LEISURES LIMITED
4258,GPTINFRA.NS,GPT Infraprojects Limited
4259,DIXON.NS,Dixon Technologies (India) Limited
4260,VINTRON.BO,Vintron Informatics Limited
4261,517393.BO,VINTRON INFORMATICS LTD.
4262,SMSPHARMA.BO,SMS Pharmaceuticals Limited
4263,FREDUN.BO,Fredun Pharmaceuticals Limited
4264,SATINDLTD.BO,Sat Industries Limited
4265,SATINDLTD.BO,Sat Industries Limited
4266,MARALOVER.BO,Maral Overseas Limited
4267,GTL.NS,GTL Limited
4268,VIDEOIND.NS,Videocon Industries Limited
4269,SVAMSOF.BO,Svam Software Limited
4270,SVAMSOF.BO,Svam Software Limited
4271,FCSSOFT.BO,FCS Software Solutions Limited
4272,FCSSOFT.BO,FCS Software Solutions Limited
4273,ASHARI.BO,Ashari Agencies Limited
4274,SMSPHARMA.NS,SMS Pharmaceuticals Limited
4275,JMA.NS,Jullundur Motor Agency (Delhi) Limited
4276,JMA-EQ.NS,JULLUNDUR MOTOR AG
4277,ARIHANT.NS,Arihant Foundations & Housing Limited
4278,ARIHANT.NS,ARIHANT FOUNDATION
4279,GEEKAYWIRE.NS,Geekay Wires Limited
4280,SYNCOM.BO,Syncom Formulations (India) Limited
4281,SYNCOM.BO,Syncom Healthcare Limited
4282,FACORALL.BO,Facor Alloys Limited
4283,TI.BO,Tilaknagar Industries Ltd.
4284,ASHCAP.BO,Ashirwad Capital Limited
4285,ASHCAP.BO,Ashirwad Capital Limited
4286,RADIOCITY.NS,Music Broadcast Limited
4287,NECLIFE.NS,Nectar Lifesciences Limited
4288,JAINSTUDIO.NS,Jain Studios Limited
4289,JAINSTUDIO.NS,JAIN STUDIOS
4290,ABMKNO.BO,ABM Knowledgeware Limited
4291,ABMKNO.BO,ABM Knowledgeware Limited
4292,TREJHARA.NS,Trejhara Solutions Limited
4293,KAJARIACER.NS,Kajaria Ceramics Limited
4294,RRIL.BO,RRIL LIMITED
4295,YASHO.BO,YASHO INDUSTRIES LIMITED
4296,ABCINDQ.BO,ABC India Limited
4297,ABCINDQ.BO,ABC India Limited
4298,CROWNTOURS.BO,Crown Tours Limited
4299,GSCLCEMENT.NS,GUJARAT SIDHEE CEM
4300,SMSLIFE.NS,SMS Lifesciences India Ltd
4301,ACIIN.BO,ACI Infocom Limited
4302,ACIIN.BO,ACI Infocom Limited
4303,SPACEINCUBA.BO,Space Incubatrics Technologies
4304,INNOVANA-SM.NS,INNOVANA THINKLABS
4305,LLOYDSME.BO,Lloyds Metals and Energy Limited
4306,SGBFEB28IX-GB.NS,2.50%GOLDBONDS2028SR-IX
4307,RADIOCITY.BO,Music Broadcast Limited
4308,KAJARIACER.BO,Kajaria Ceramics Limited
4309,JPASSOCIAT.NS,Jaiprakash Associates Limited
4310,RNAVAL.NS,Reliance Naval and Engineering Limited
4311,CNIRESLTD.BO,Cni Research Ltd.
4312,CNIRESLTD.BO,Cni Research Ltd.
4313,IISL.BO,Ishaan Infrastructures and Shelters Limited
4314,ZEAL.BO,Zeal Aqua Limited
4315,POLSON.BO,Polson Limited
4316,POLSON.BO,Polson Limited
4317,INFIBEAM.NS,Infibeam Incorporation Limited
4318,PANCHSHEEL.BO,Panchsheel Organics Limited
4319,NECLIFE.BO,Nectar Lifesciences Limited
4320,NEH.BO,NEL HOLDINGS LIMITED
4321,MRPL.BO,Mangalore Refinery and Petrochemicals Limited
4322,MRPL.BO,Mangalore Refinery and Petrochemicals Limited
4323,DYNAMATECH.BO,Dynamatic Technologies Limited
4324,SETFSN50.BO,SBI Mutual Fund
4325,SINTEX.NS,Sintex Industries Limited
4326,SHAHALLOYS.NS,Shah Alloys Limited
4327,SHAHALLOYS.NS,SHAH ALLOYS
4328,NETFNIF100.NS,Nippon Mutual Funds - Nippon ETF Nifty 100
4329,KRISHANA.NS,Krishana Phoschem Limited
4330,SCFL.BO,Shyam Century Ferrous Limited
4331,ZICOM.NS,Zicom Electronic Security Systems Limited
4332,MRPL.NS,Mangalore Refinery and Petrochemicals Limited
4333,SMSLIFE.BO,SMS Lifesciences India Ltd
4334,AMBER.BO,Amber Enterprises India Limited
4335,IDBIGOLD.BO,IDBI Gold ETF
4336,ALEMBICLTD.NS,Alembic Limited
4337,SMSLIFE.BO,SMS Lifesciences India Ltd
4338,AMBER.NS,Amber Enterprises India Limited
4339,DYNAMATECH.BO,Dynamatic Technologies Limited
4340,IDBIGOLD.BO,IDBI Gold ETF
4341,ORIENTALTL.NS,Oriental Trimex Limited
4342,ORIENTALTL.NS,ORIENTAL TRIMEX
4343,NCLIND.BO,NCL Industries Limited
4344,NCLIND.BO,NCL Industries Limited
4345,SYNCOM.NS,Syncom Healthcare Limited
4346,EASUNREYRL.NS,EASUN REYROLLE LTD
4347,PARABDRUGS.NS,Parabolic Drugs Limited
4348,GOYALASS.BO,GOYAL ASSOCIATES LTD.
4349,COX&KINGS.BO,Cox & Kings Limited
4350,PARABDRUGS.NS,PARABOLIC DRUGS
4351,EASUNREYRL.NS,Easun Reyrolle Limited
4352,HDIL.NS,Housing Development and Infrastructure Limited
4353,GOYALASS.BO,Goyal Associates Limited
4354,SPTL.NS,Sintex Plastics Technology Limited
4355,BODHTREE.BO,Bodhtree Consulting Limited
4356,BANARBEADS.NS,BANARAS BEADS LTD
4357,BANARBEADS.NS,Banaras Beads Limited
4358,REVATHI.NS,Revathi Equipment Limited
4359,REVATHI.NS,REVATHI EQUIPMENT
4360,JFL.BO,Jhandewalas Foods Limited
4361,HITECHGEAR.BO,The Hi-Tech Gears Limited
4362,TI.NS,Tilaknagar Industries Ltd.
4363,REXNORD.BO,Rexnord Electronics and Controls Limited
4364,REXNORD.BO,Rexnord Electronics and Controls Limited
4365,TALWALKARS.NS,Talwalkars Better Value Fitness Limited
4366,GOENKA.BO,Goenka Diamond and Jewels Limited
4367,CCHHL.BO,Country Club Hospitality & Holidays Limited
4368,GRANDFONRY.BO,Grand Foundry Limited
4369,LOYALTEX.BO,Loyal Textile Mills Limited
4370,LOYALTEX.BO,Loyal Textile Mills Limited
4371,ZUARI.BO,Zuari Agro Chemicals Limited
4372,ZOTA.NS,Zota Health Care Limited
4373,CEREBRAINT.NS,Cerebra Integrated Technologies Limited
4374,CEREBRAINT.NS,CEREBRA INTEGRATED
4375,EDL.NS,Empee Distilleries Limited
4376,NCLIND.NS,NCL Industries Limited
4377,SHIVTEX.BO,Shiva Texyarn Limited
4378,ZUARI.NS,Zuari Agro Chemicals Limited
